quote,tags
nothing in the grimmerie on how to depose a tyrant  nothing useful nothing there that described why men and women could turn out so horrible or so wonderful  if that ever happens anymore,philosophy
the fact that you have just buried your parent or parents andor sibling or siblings does not make you less likely to die today,humor_life
dont forget to breathe deep from your gut and attempt to see every day as the ultimate last one live in it like its your last interactions last experiences your last time in the sun and tomorrow comes,inspirational_life
if you can capture a womans imagination then you will have her but imagination is a strange creature it needs time and distance to function properly,love
a crowd whose discontent has risen no higher than the level of slogans is only a crowd but a crowd that understands the reasons for its discontent and knows the remedies is a vital community and it will have to be reckoned with i would rather go before the government with two people who have a competent understanding of an issue and who therefore deserve a hearing than with two thousand who are vaguely dissatisfiedbut even the most articulate public protest is not enough we dont live in the government or in institutions or in our public utterances and acts and the environmental crisis has its roots in our lives by the same token environmental health will also be rooted in our lives that is i take it simply a fact and in the light of it we can see how superficial and foolish we would be to think that we could correct what is wrong merely by tinkering with the institutional machinery the changes that are required are fundamental changes in the way we are living,life
its all right to hold a conversation but you should let go of it now and then,humor
life is always more beautiful and worth living when you are capable of enjoying the beauty of nature,life
the last thing she remembered before finally drifting off was how nice steffis hair smelled,love
how can i find the words poets have taken them all and left me with nothing to say or doexcept to teach me for the first time what they meant,love
your calling is in what you read think and talk about,life_love
life was not easy nor was it happy but she did not expect life to be easy and if it was not happy that was womans lot it was a mans world and she accepted it as such the man owned the property and the woman managed it the man took credit for the management and the woman praised his cleverness the man roared like a bull when a splinter was in his finger and the woman muffled the moans of childbirth lest she disturb him men were rough of speech and often drunk women ignored the lapses of speech and put the drunkards to bed without bitter words men were rude and outspoken women were always kind gracious and forgiving,life
i waited for the seasons of love to pass from this cold winter to the summer heat i dreamed of,love
he did not care upon what terms he satisfied his passion he had even a mad melodramatic idea to drug her,love
if i could put it into a very few words dear sir i should say that our prevalent belief is in moderation we inculcate the virtue of avoiding excesses of all kindseven including if you will pardon the paradox excess of virtue itself,philosophy
a controlled mind can create all that it words,life
do you ask enough questions or do you settle for what you know,life
who you are as a person far outweighs what you do in an athletic arena,life
when you say the word sorry make sure you understand that an apology has 3 parts im sorry its my fault and i wont do it again and how can i make things better the last part is the most important,life
rude scrabbleyou played this game with your parents he asked skepticallyyep and mom always won the dirty bitch i guess being older shed been around more than me and carrie sophie said extracting replacement tiles from the box although i dont know what dads excuse was lack of imagination i guess your turn,humor
we cant calm waves but we can steer the ship,life
but the fruit of the spirit is love joy peace patience kindness goodness faithfulness gentleness selfcontrol against such things there is no law,love
i look at life as an adventure each new chapter brings new opportunities,life
you know bicycling isnt just a matter of balance i said its a matter of faith you can keep upright only by moving forward you have to have your eyes on the goal not the ground im going to call that the bicyclists philosophy of life,philosophy
love is the ultimate power never forget to use it to win over your enemies,inspirational_philosophy_love
but before any of the small appliances who may be listening to this tale should begin to think that they might do the same thing let them be warned electricity is very dangerous never play with old batteries never put your plug in a strange socket and if you are in any doubt about the voltage of the current where you are living ask a major appliance,humor
almost everything important in life is invisible,life
in the morning i drink a glass of sunshine to brighten my heart i smile to spread the light of life,inspirational_philosophy
when what you want is a relationship and not a person get a dog,love
a man must learn from his own mistakes to be what he wishes to be,inspirational
at least when theres fear theres some human part left in you once thats gone though there is nothing,love
life is life you have to learn how to forgive people and how to gain forgiveness for yourself,life
if you want to be seen stand upif you want to be heard speak upif you want to be appreciated shut up,humor
i asked what do you even do with a chimerawhat wouldnt you do with a chimera jeff asked theyre like the swiss army knife of animals,humor
without suffering theres no happiness so we shouldnt discriminate against the mud we have to learn how to embrace and cradle our own suffering and the suffering of the world with a lot of tenderness,love
america is the worlds top warmaster,life
life is a dance of nature,life
truly great people in history never wanted to be great for themselves all they wanted was the chance to do good for others and be close to god,inspirational
love is the only memory one never loses isaac his father had said because even if one loses his mind the memory always remains in the heart,love
happiness is not an experience but the essence of experience,inspirational_philosophy_life_love
you will face hard times in life sometimes they are supposed to come sometimes not get through them no matter what cause the good life is always on the other side,life
be willing to take a stand for the things you believe in because no one else will stand there for you,inspirational_life
we all intuitively know that a mothers love is crucial to the creation of a welladjusted human and that we are all born with an instinctive expectation of receiving unconditionally selfless love from our mother,love
i irsa took a careful breath to steady her words  i have felt alone for most of my life until you she placed the shell on his chest  but i promise i wont feel alone anymore i will never forget she stood on shaky feet i will always remember i love you rahim aldin walad  thank you for loving me in return,love
do not look for company at all costs and especially do not allow loneliness to lead you to fickle love or false friendship,philosophy
just feel the joy of life,inspirational_philosophy_life
and heres why it worked man or woman gay straight bisexual you name it we all just want to be teased,love
if everything else were still the same hed have felt zees absence like a gaping hole but if he could continue to reconfigure his entire life there would be no missing place where zee had been,inspirational_love
i think it all basically breaks down to something like this you have to look and feel great first if you eat well exercise and get enough sleep you will have ample energy and the proper selfconfidence to create and produce beyond your wildest dreams looking great and radiating positive energy while presenting your highest quality work is what will always make you the most valuable and only logical choice in whatever it is that you reach for,life_love
i accepted a change in my life i didnt choose that change and those are the best changes to make,life
i huffed out a deep breath its something huge isnt it beezle nodded yup there was a sound of several limbs splashing in the water is it all squishy and tentacly yup i hate my life i said and as i turned i conjured a ball of nightfire and threw it,humor
he was comparing you to the butterflies that you both adore and cherish and he said you were special for the same reasons you were rare exotic and entirely you he said youre beautiful exactly the way are now,inspirational_love
love is divine lightlove is the truth of our soullove reveals the richness of our heartlove is the internalized energy of the universelove is the gratitude and beauty of our life,philosophy_love
to promise to abide by this legislation so inimical to god would mean forsaking the gospel and turning away from gods law this is why christians have a choice to make either to trade in their loyalty to god for freedom from persecution or to remain true to christ and consequently run the risk of persecution,inspirational
without soundthere would be no musicand without musicthere would be no lifeand without a life forcethere would be no matterbut it does not matter because what is matterif there is no light,philosophy_life
caring for the one who worries about you is the best thing you can do to strengthen the relationship,life_love
all im trying to say is be kind to yourself this one life is all weve got and we all make mistakes along the way do things we oughtnt fail to do those we should see those moments for what they were learn from them what you can and then stand up a little taller and keep marching forward in the end its how we keep going that matters the world wont remember our falls unless we never pick ourselves up,life
as days are numbered and life is short why waste days feeling bad for yourself,life
life is what you think about it,inspirational_philosophy_life
meat is a big deal in my life i do love breakfast food but i dont think thats extraordinary im a normal american we love eggs and meat and potatoes and gravy,life_love
yesterday is gone live for today and leave a legacy for tomorrow,life
ive gotten to learn whats important in life and whats not important and what to spend energy on and what not to i dont have a family like some of my teammates but i have a lot of things pulling at me that i have to put my energy into,life
it may not be important what you say but it is very important who you are,inspirational_philosophy
lao tzus first paragraph in the book tao te ching is that the tao that can be told is not the absolute taolao tzu has his own logic the logic of paradoxes the logic of lifeto understand tao you will have to create eyeslao tzu believes in the unity of opposites because that is how life isthe tao can be communicated but it can only be communicated from heart to heart from being to being from love to love from silence to silencetruth is always realized in silence in silence the truth is realizedyou reach to truth through silenceall spiritual books tries to say something that can not be said in the hope that a thirst a longing is created in your heart to know the truthtao is totality life exists through the tension of the opposites the meeting of the oppositeslao tzu says that the opposite poles of life are not really opposites but complementariesthinking is always of opposites lao tzu says drop the split attitude be simpleand when you are simple you do not choose lao tzu says be choiceless let life flowenjoy both poles in life and then your life becomes a symphony of oppositeshow to drop the mind do not choose if you do not choose the mind dropslive life as it comes  float float with life enjoy the moment in its totalityit is to live as part of the whole to live as part of existenceif you become silent and empty everything will come on its own accordwhen you live without any desire for power position fame or success the whole existence pours down into your emptiness,life
become great through the currency of time,life_love
she was the only antidote for the bleakness that lived inside of me my goddess my deity i wasnt a believer in any religion but id make an exception in this case id get down on my knees and worship at her alter every day if it brought her back to me,love
i am in love with the serendipitous poetry with which this universe expresses itself,love
one of the penalties of an ecological education is that one lives alone in a world of wounds much of the damage inflicted on land is quite invisible to laymen an ecologist must either harden his shell and make believe that the consequences of science are none of his business or he must be the doctor who sees the marks of death in a community that believes itself well and does not want to be told otherwise,inspirational
i am who i am no more no less,inspirational
my whole life ive been watching conductors i was 7 the first time i played with a conductor seeing the ones that do it well its an amazing thing,life
i believe that positive energy and optimism help us to take up any challenge in life and to succeed in even the most difficult tasks i also believe that positive energy is contagious we can transmit it to others,inspirational
take your life out of high gear and disengage the autopilot mode try living mindfully and avoid the pattern of living in a reactive manner,inspirational
i envisioned him tied in a chair an iron arrow pointed at his brow ah the power of positive thinking,humor
love is a crime if you dont abide by its rules and regulations,love
ive never been with a boy who hasnt seen me naked its always the squeaky futon bearitall turnoffthelights quickstep dont chalk it up to daddy issuesmaybe im sick of keeping private parts private i dont want rainwater secrets on my lips tasting of dont make too much noise octobers dust in my lungs maybe i dont want bits of four am lingering in my subconscious smokers breathe in fire coat their insides in ash is that suicide or arson listen to me listen to me im alive im aliveim naked and bruised but im alive im not a piece of fruit dont press into my flesh looking for soft spots my whole body is tender and rotten but im aliveim alive and just because you can see it all doesnt mean you know it all,love
there had been no moments when she could differentiate and say then at such a moment i love him and again then at such another i loved him not the stress had been constant her love for him had been a straight black line drawn right through her life it had hurt her it had damaged her it had diminished her but she had been unable to curve away from it,love
ugly or beautiful it is the little creatures that make the world go round we should celebrate and appreciated them in all their wonderful diversity,life
 and yet to say the truth reason and love keep little company together nowadays,love
i remember myself as a child pudgy and awkward and unsure of myself for a moment i wonder how anyone could love such a child as that let alone the woman she promised to become,love
in recent months the emotional aspect has become as necessary to me as the physical it amuses me this strange quirk of mine i want my little captive to love me to care about me i want to be more than just the monster of her nightmares,love
i had a dream about you you were being hung i had a sword in one hand and a stool in the other i couldnt decide which one to use so i stood on the stool and threw myself on the sword it was the least i could do to protest capital punishment,humor_life
i cannot remember you when the rain flows down i cannot remember youandmy heart begins to drown ,love
will turner you didnt beat me you ignored the rules of engagementcaptain jack sparrow thats not much incentive for me to fight fair then is it,humor
dont you dare focus your energy on the 99 reasons something cant be done focus on the one thing you can do and the 99 wont matter,life
a human should realize himself and be responsible for himself if he wants to become the true person he is to be,life
realization is born from error,life_love
the intention of life is not to remain but to evolve to something better than it was before at every stage and finally to something wonderful,life
in travel as in many other experiences in life once is usually enough,life
love to empaths isnt just a shallow experience based on looks social status or great sex instead love is something that comes from the very heart and soul of what an empath is love is intense passion unconditional devotion and absolute fierce vulnerability,love
you try spending six months sitting at somebodys bedside waiting for them to die and then tell me that the happyending love story isnt one of gods good gifts,love
news flash the whole thing is a huge mess and a giant nightmare and its all about to explode in your face and you have no idea whatyouve gotten yourself into love is no game people cut their ears off over this stuff people jump off the eiffel tower and sell all theirpossessions and move to alaska to live with the grizzly bears and then they get eaten and nobody hears them when they scream for helpthats right falling in love is pretty much the same thing as being eaten alive by a grizzly bearbelieve me i should know,love
love is how you how you dress,humor_love
may your turn your pain into prayer,inspirational
brilliance is impossible without a touch of insanity,humor_inspirational
so dell had been a good boy with bad friends i knew this  i used to be one of them id always known dell would disappear one day he was too decent too golden this place never tainted that and i dont know why he made me feel dirty dark and corrupt it hadnt always that way and i dont know when it changed but i felt it now i only knew i couldnt hold onto him tight enough to stop those long legs carrying him away somewhere better a dayll come when everybodys had you and nobody wants you anymore as dell drove erin away in their rentacar from the holiday inn into the early evening traffic i felt the walls closing in the world swelling around me and i knew that day had finally come tomorrow i leave paradise its true shanise was righti turned away as the car disappeared up the slushy street that was the last time i saw them alive,love
are you any good at itpulling idiots out of the snow im the best,humor
the way you walk way you talk way you say my name its beautiful wonderful dont you ever change,love
every decision ever to this moment here,life
it always seems as though the definition of love will remain debatable by an opinionated world,love
even when we were standing in the church and i was getting ready to take my vows i can remember wishing that you were standing there instead of him because i not only still loved you but loved you beyond measure,love
you dont need an ego when you love someone you just need a heart,philosophy_life_love
everyday has its unique blessings,inspirational
there should be no separation between spontaneous work with an emotional tone and work directed by the intellect both are supplementary to each other and must be regarded as intimately connected discipline and freedom are thus to be seen as elements of equal weight each partaking of the other,life
selfish people are always seeking ways to advance themselves they only notice you when you have something beneficial to them realize when someone is using you for their own personal gains and put a stop to it,life_love
he loved her because it was his nature to do so but there were times when he could not endure her love for him there were times when it became nothing but pure idiot mystery,love
if you have three people in your life that you can trust you can consider yourself the luckiest person in the whole world,life
nothing is so much calculated to lead people to forsake sin as to take them by the hand and to watch over them in tenderness when persons manifest the least kindness and love to me o what powr it has over my mind,inspirational
no ones fated or doomed to love anyonethe accidents happen were not heroinesthey happen in our lives like car crashesbooks that change us neighborhoodswe move into and come to lovetristan and isolde is scarcely the storywomen at least should know the differencebetween love and death no poison cupno penance merely a notion that the taperecordershould have caught some ghost of us that taperecordernot merely played but should have listened to usand could instruct those after usthis we were this is how we tried to loveand these are the forces they had ranged against usand these are the forces we had ranged within uswithin us and against us against us and within us,love
find people in worse situations than you and help them anyway you can,life_love
inhumanity n one of the signal and characteristic qualities of humanity,humor
its the olympics if you cant get up to swim early in the morning dont go,inspirational
the skills available to us through mindfulness make it possible to bring love to our connections with others,love
be the ocean of love so that everyone can come to you to enjoy the beauty of the beach,inspirational_philosophy
the first task of every author is to evoke emotion in their reader you may laugh or you may cry you may love me or you may hate me so long as you feel something i know that im doing my job,inspirational
to be able to love and live in freedom means to be able to make godly decisions to make godly decisions we have to surrender our egos and all the falsity and shame that goes with it,love
you are you know you can you must not be afraid because god has a prosperous future plan for you you got to know you guess who you are you are a blessing to all others especially me,love
tj without thinking i held them out to her she stopped laughing and looked at me like she wasnt quite sure what i meant i waited and she leaned toward me and opened her mouth i slid my fingers inside wondering if my eyes were as big as hers when she sucked the breadfruit off my breathing got all messed upmoreshe nodded just barely and her breathing didnt sound right either i scooped up some breadfruit and this time when i put my fingers in her mouth she put her hand on my wrist i waited for her to swallow and then i lost my shit completely i grabbed her face with both hands and i kissed her hard she opened her mouth and i slipped my tongue inside i could have kissed her for days and if she told me to stop i wasnt sure id be able to,love
if you want to know a man dig in his firepitbasically it meant that you could judge a lot about a mans life by what he thew away  or by what he was willing to burn in order to stay warm,life
praying is the power of being,inspirational
she smiled and her eyes started to drift downward cather back up to his eyesyou know that im falling in love with you right,love
all life is preoccupied with death death is the only certain future yet in the face of reason everyone holds out hope for the highly improbable,life
every society needs heroes and every society has them the reason we dont often see them is because we dont bother to lookthere are two kinds of heroes heroes who shine in the face of great adversity who perform an amazing feat in a difficult situation and heroes who live among us who do their work unceremoniously unnoticed by many of us but who make a difference in the lives of othersheroes are selfless people who perform extraordinary acts the mark of heroes is not necessarily the result of their action but what they are willing to do for others and for their chosen cause even if they fail their determination lives on for others to follow the glory lies not in the achievement but in the sacrifice,inspirational
so that you will hear memy wordssometimes grow thinas the tracks of the gulls on the beachesnecklace drunken bellfor your hands smooth as grapesand i watch my words from a long way offthey are more yours than minethey climb on my old suffering like ivyit climbs the same way on damp wallsyou are to blame for this cruel sportthey are fleeing from my dark lairyou fill everything you fill everythingbefore you they peopled the solitude that you occupyand they are more used to my sadness than you arenow i want them to say what i want to say to youto make you hear as i want you to hear methe wind of anguish still hauls on them as usualsometimes hurricanes of dreams still knock them overyou listen to other voices in my painful voicelament of old mouths blood of old supplicationslove me companion dont forsake me follow mefollow me companion on this wave of anguishbut my words become stained with your loveyou occupy everything you occupy everythingi am making them into an endless necklacefor your white hands smooth as grapes,love
our time is limited so do not waste it living someone elses life,life
the life of a plural wife shed found was a life lived under constant comparison a life spent wondering sitting across from her sisterwives at sunday dinner the platters and serving dishes floating past like hovercraft the questions were almost inescapable who of us is the most happy which of us is his one true love who does he desire the most,love
dont be too busy climbing the ladder of success and forget your most cherished relationships friends family spouse etc enjoylife,life
humility is perfect quietness of heart it is to expect nothing to wonder at nothing that is done to me to feel nothing done against me it is to be at rest when nobody praises me and when i am blamed or despised it is to have a blessed home in the lord where i can go in and shut the door and kneel to my father in secret and am at peace as in a deep sea of calmness when all around and above is trouble,life
feeling bad is not the problemthe problem is that we feel bad about feeling badonce you begin to let go of feeling bad about feeling badand start feeling better about feeling badthen pretty soon youll just feel betterand then youll feel awesome,inspirational
youre like a lighthouse shining beside the sea of humanity motionless all you can see is your own reflection in the water youre alone so you think its a vast magnificent panorama you havent sounded the depths you simply believe in the beauty of gods creation but i have spent all this time in the water diving deep into the howling ocean of life deeper than anyone while you were admiring the surface i saw the shipwrecks the drowned bodies the monsters of the deep,life
i hate formal stuff i love looking like a doll and all that stuff and playing dress up but when im home sweat pants tshirt when im in the studio sweat pants tshirt,love
i am forever grateful for not knowingwhat would have been what will be holds none of those bittersweet pangs and it is lit w joy,inspirational_life_love
i have been a refugee for the last forty years in the luminous land of opportunity still my heart is aching with hiraeth for my native land,inspirational_philosophy
love is not lovewhich alters when it alteration findsor bends with the remover to removeo no it is an everfixed markthat looks on tempests and is never shakenit is the star to every wandring barkwhose worths unknown although his height be t,love
cara waggled a hand over the two of them it works better with your clothes offrichard frowned his voice came as a hoarse croak whatshe seemed mystified by the question i believe you will find such things work better without clothes she put her hands to her hips i thought you would know at least that much,humor
there are many good inventions on earth some useful some pleasing for their sake the earth is to be loved and there is such a variety of wellinvented things that the earth is like the breasts of a woman useful as well as pleasing,humor
the first ten million years were the worst said marvin and the second ten million years they were the worst too the third ten million years i didnt enjoy at all after that i went into a bit of a decline,humor
to me chocolate was the sole reason we on this earth,humor
our true friends are those who are with us when the good things happen they cheer us on and are pleased by our triumphs false friends only appear at difficult times with their sad supportive faces when in fact our suffering is serving to console them for their miserable lives,life
to invent your own lifes meaning is not easy but its still allowed and i think youll be happier for the trouble,inspirational_life
peace has to be created in order to be maintained it is the product of faith strength energy will sympathy justice imagination and the triumph of principle it will never be achieved by passivity and quietism,love
to be a god can ultimately become boring and degrading thered be reason enough for the invention of free will a god might wish to escape into sleep and be alive only in the unconscious projections of his dreamcreatures,philosophy
remember that everything that is happening around you good or bad is in some way conspiring to help you,inspirational_philosophy
the truth is that the more intimately you know someone the more clearly youll see their flaws thats just the way it is this is why marriages fail why children are abandoned why friendships dont last you might think you love someone until you see the way they act when theyre out of money or under pressure or hungry for goodness sake love is something different love is choosing to serve someone and be with someone in spite of their filthy heart love is patient and kind love is deliberate love is hard love is pain and sacrifice its seeing the darkness in another person and defying the impulse to jump ship,love
the joy in life is his who has the heart to demand it,life
exercise the muscles that compassionately open the heartin your writing and your life,life
in every one of the greeks mythology tales there is this a man chasing a woman or a woman chasing a man there is never a meeting in the middle,love
i loved enso roshis teachings i loved learning about life i loved life it was a good thing to feel i loved life and i loved learning and i was still learning i was not yet done at the end of our journeys there would be an end to the journey maybe if i was lucky if providence shone down upon me gently i would find love i would find acceptance complete love complete acceptance i would know that the self is an illusion i would come to enlightenment but that would also mean there would be no i there i would realize that the i was an illusion all along just like some great dream this is what the wise sages say the great teachings the mystical teachings not only from the east but also from the west the gospel of saint thomas thomas merton thomas like i was thomas and also doubting the main reasons id chosen the name if nothing else it was lovable just as it is my life even the parts i didnt love could i love them the struggles it was all part of the journey and would i not look back fondly on this at some time look at how arduous and sincere id been look at how worried id been look at how insecure id been look at how id struggled trying to find my way would i not look back upon myself affectionately and fondly and with love,love
not to love god is to be a puppet,love
i hope i make people feel better i hope i take people out of their situations a little bit and make them happier thats really why i do what i do,love
shes absolutely beautiful her hope is beautiful the smile on her face is beautiful the tears streaming down her cheeks are beautifulherloveisbeautiful,love
my love for you is passionate and strong,love
i want you to have the best of everything i can give you and im not talking money here tru im talking memories our life together,love
i want you but im scared to say it out loud and it sucks because ive always been someone who always says things out loud,love
striking a balance in life is tough but trying to strike balance and remain fair in the face of imbalance and oppression is even tougher,life
despite popular belief to the contrary there is absolutely no power in intention the seagull may intend to fly away may decide to do so may talk with the other seagulls about how wonderful it is to fly but until the seagull flaps his wings and takes to the air he is still on the dock theres no difference between that gull and all the others likewise there is no difference in the person who intends to do things differently and the one who never thinks about it in the first place have you ever considered how often we judge ourselves by our intentions while we judge others by their actions yet intention without action is an insult to those who expect the best from you,inspirational
my sense of the holy is bound up with the hope that some day my remote descendants will live in a global civilization in which love is pretty much the only law,love
the parents of teenagers would love to have a car that wont go very far or go very fast they could just cruise around the neighborhood drive it to school see their friends plug it in overnight,love
the mind can also be kind and does blot out those episodes of our existence that we cant erase in our consciousness,life
azhrarn the beautiful said chuz lovingly it is your beautiful madness i have come to see,love
the only person you should ever fear losing in a relationship is you yourself,inspirational
jesus told them god is like the dad who couldnt stop loving his boy and people are like the son who said does my dad really want me to be happy jesus told people this story to show them what god is like and to show people what they are like so they could know however far they ran however well they hid however lost they were it wouldnt matter because gods children could never run to far or be too lost for god to find them,love
friendship is the shadow of the evening which increases with the setting sun of life,life
let your motto then always be excelsior for by living up to it there is no such word as fail,inspirational
the books we love offer a sketch of a whole universe that we secretly inhabit and in which we desire the other person to assume a roleone of the conditions of happy romantic compatibility is if not to have read the same books to have read at least some books in common with the other personwhich means moreover to have nonread the same books from the beginning of the relationship then it is crucial to show that we can match the expectations of our beloved by making him or her sense the proximity of our inner libraries,love
my whole life has been pledged to this meeting with you,love
there is ascension to potential that plato couldnt conceive while prescribing idealism to conception as highest existences with streams there isnt a difference between ideas and instantiations they are both authenticated within all possibilities in stream within the primal cause as ordered ideas as ordered constructs in consciousness instantiations as ordered effects instantiations for instance are ordered products from ideas ideas are ordered constructs in consciousness and in authentication they are the same as external effects,philosophy_life
true kindness is evidence of true courage,inspirational_philosophy
life is a battle so do not give up fighting,life
life makes two promises one it promises to be good and two it promises to be bad cherish the good and be strong during the bad,life
i imagine there must be only a very very few men in the world that i should like to marry and of those few it is ten to one i may never be acquainted with one or if i should it is twenty to one he may not happen to be single or to take a fancy to me,love
it is better to love and lose than to hurt and win,inspirational_philosophy_love
adversity is neither friend nor foe it is a common acquaintance that is desired less and rewarded most when embraced,inspirational
i prefer noodles when theyre raw they taste just as good but reward you with a satisfying crunch,humor_inspirational
those who find no humor in faith are probably those who find the church a refuge for their own black way of looking at life although i think many of us find the church a refuge for a lot of our personality faults those of us for example who never learned to dance feel that the church is an ideal place for us if we can find a church that doesnt believe in dancing then we can get away with never having learned how to dance you can carry this in all sorts of directions and see that the church is a refuge for what is really a flaw in your own makeup,humor
when you face any difficulty do not panic but pray,life
lets have a life with momentum and action set a goal for every day and every season,inspirational_philosophy_life_love
by what men think we create the world around us daily new,philosophy
few of us ever live in the present we are forever anticipating what is to come or remembering what has gone,life
there are no rules because life is made up of too many rules as it is,life
o lord grant my dearest husband jeremiah nii mama akita the spirit of prayer and the grace to read thy word,life_love
when life tries to define you with its hardship you gotta push back look it straight in the eye and say no matter what life throws at me im going to keep telling myself that i will overcome and every time you own that truth you write your own life script,life
in his mind thats what made a man a man that he protected those he cared about those he loved,love
i do hate him but i also love him in the end arent they the very same thing dont they both take a back seat to what you fear,love
i am one thing my writings are another,philosophy
it is a special blessing to belong among those who can and may devote their best energies to the contemplation and exploration of objective and timeless things how happy and grateful i am for having been granted this blessing which bestows upon one a large measure of independence from ones personal fate and from the attitude of ones contemporaries yet this independence must not inure us to the awareness of the duties that constantly bind us to the past present and future of humankind at largeour situation on this earth seems strange every one of us appears here involuntarily and uninvited for a short stay without knowing the why and the wherefore in our daily lives we feel only that man is here for the sake of others for those whom we love and for many other beings whose fate is connected with our owni am often troubled by the thought that my life is based to such a large extent on the work of my fellow human beings and i am aware of my great indebtedness to themi do not believe in free will schopenhauers words man can do what he wants but he cannot will what he wills accompany me in all situations throughout my life and reconcile me with the actions of others even if they are rather painful to me this awareness of the lack of free will keeps me from taking myself and my fellow men too seriously as acting and deciding individuals and from losing my temperi have never coveted affluence and luxury and even despise them a good deal my passion for social justice has often brought me into conflict with people as has my aversion to any obligation and dependence i did not regard as absolutely necessarypart 2i have a high regard for the individual and an insuperable distaste for violence and fanaticism all these motives have made me a passionate pacifist and antimilitarist i am against any chauvinism even in the guise of mere patriotismprivileges based on position and property have always seemed to me unjust and pernicious as does any exaggerated personality cult i am an adherent of the ideal of democracy although i know well the weaknesses of the democratic form of government social equality and economic protection of the individual have always seemed to me the important communal aims of the statealthough i am a typical loner in daily life my consciousness of belonging to the invisible community of those who strive for truth beauty and justice keeps me from feeling isolatedthe most beautiful and deepest experience a man can have is the sense of the mysterious it is the underlying principle of religion as well as of all serious endeavour in art and science he who never had this experience seems to me if not dead then at least blind to sense that behind anything that can be experienced there is a something that our minds cannot grasp whose beauty and sublimity reaches us only indirectly this is religiousness in this sense i am religious to me it suffices to wonder at these secrets and to attempt humbly to grasp with my mind a mere image of the lofty structure of all there is,philosophy
there are times when the world is rearranging itself that the right person can change the world,life
god is the creator of all good plot twists,humor
they stamped their own pattern of lovers onto the fabric of paris,love
home is wherever im with you home is where im alone with you,love
things change and they are never the same again this looks like one of those times hem thats life life moves on and so should we,life
lifes situations are like a set of cards in your handsyou cannot change the cards but you can surely play with them in your own unique way,life
love the hideous in order to find the sublime core of it,love
im out of the room in the next instant like a man wanting breath after suffocating through the horror of a burrito eating obese mans fart  emily dolt,humor
survivors dont allow the word quit in their dictionary because they know the art of staying positive in any kind of negative situationbe a survivor,inspirational
sloane wasnt interested as a police officer he was concerned with crime not punishment,humor
there is no fact or fiction reality or illusion there is only the trick of perception,inspirational_philosophy
when you are living the best version of yourself you inspire others to live the best versions of themselves,inspirational_life
knowledge is what you knowthat gives you an edge overthe ordinary person,life
abiding in the vine leads to fruit bearing,inspirational_life
dedicate time to yourself and do things that help you grow,life
in the serenity and quiet of this lovely place touch the depths of truth feel the hem of heaven and when you leave dont forget why you came,love
i slept cause she cheated she slept cause i cheated wtf we need lets buy a loyal bed,love
i didnt want to see her i was desperate to see her i wanted to hold it together i wanted to melt down right at her feet and scream look what youve done to me,love
every person is a project gods project i want to be the most profitable one,inspirational_philosophy
just like going to the moon made us learn more about earth achieving your goals will make you learn more about yourself and get fascinated,inspirational
it is better to experience than to be told but it is wiser to learn from the great sacredsouls,life
it is vital to see not only what christianity asserts but where its precepts came from  how they evolved from primitive superstitious metaphysical claims into gospel truth,philosophy
when the dream that was no longer can be you have to dream a different dream,life_love
you know he said pss piss camp yeah i get it i said its just not funny,humor
you become a man when you marry not just for love but to be a partner with your wife to be the best man you can be with her and when you fall short to admit your shortcomings and to constantly strive to be a great man to your wife,life_love
someday my young friend youll find out that girls are actually people too just like you and me,humor
if ill be funnier than this ill become a joke,humor_inspirational
your daily war chant  screaming it is mandatory ooooooooh today today i will seewhat a happy place the world can bei will make someone smilerefuse to being vilei will share what i lovetake someone high abovein the sky between the cloudswith joyful shoutstoday today even you will seewhat a happy place the world can bemake it happen enjoy your dayremember it is a temporary stayhere on earth this single hourtoday i give my love a floweryeaaaaah today i kick lifes behindmaking good what is unkindmaking smile who is not grinningand this is only the beginningtodayiam aaaaaaalivee,life
every person struggles with the self to find and kindle their special radiance which comes from cultivating kindness charity and love,love
dont ever let them tell youyou aretoo broken to bloom,life
i thought i loved him when he went away i love him now in another degree he is more my own      oh a thousand weepers praying in agony on waiting shores listened for that voice but it was not utterednot uttered till when the hush came some could not feel it till when the sun returned his light was night to some,love
i am the poet you are the poem i hold the pen you are the words love is the ink silence is the blank page,love
were all broken we all have cracks its not about making it through life in one piece its about narrowing the gap between the fissures so we dont shatterted basel to jo nehr in my next surrender story,life_love
